# alpha=1. message count, goldenfork, pizzasmile, veggieparadise
  7100 7.10 4.19 3.47
  7200 6.68 4.46 3.58
  7300 6.57 3.56 3.53
  7400 7.50 3.01 4.07
  7500 6.76 3.57 3.95
  7600 6.55 2.91 3.94
  7700 6.42 3.58 3.61
  7800 6.51 3.39 3.33
  7900 6.31 3.23 3.93
  8000 6.26 3.03 3.31
  8100 6.51 3.93 3.34
  8200 6.91 2.96 3.29
  8300 6.57 3.34 4.26
  8400 6.70 3.81 4.32
  8500 6.02 3.06 3.80
  8600 5.94 2.58 3.24
  8700 6.56 2.41 2.97
  8800 6.06 3.18 3.69
  8900 6.64 3.30 2.78
  9000 6.00 3.28 3.80
  9100 5.64 2.93 3.32
  9200 6.00 2.60 3.15
  9300 6.19 2.45 2.99
  9400 5.41 2.39 3.39
  9500 6.10 2.25 3.26
  9600 6.35 2.67 3.31
  9700 5.23 2.33 2.87
  9800 5.57 3.46 2.86
  9900 5.91 2.51 3.45
 10000 6.04 2.30 2.80
 10100 5.99 2.17 2.73
 10200 5.29 2.34 2.78
 10300 5.84 2.12 3.78
 10400 5.69 2.01 3.42
 10500 5.93 2.16 2.72
 10600 5.60 2.15 3.12
 10700 5.59 2.22 2.50
 10800 5.28 2.43 2.63
 10900 4.65 2.00 3.06
 11000 5.23 2.29 2.83
 11100 5.75 1.96 2.48
 11200 5.52 1.74 2.75
 11300 5.79 1.68 3.41
 11400 5.16 1.63 2.57
 11500 5.27 1.63 2.82
 11600 5.55 1.22 2.44
 11700 5.30 1.36 3.23
 11800 5.29 1.71 2.42
 11900 4.30 1.41 2.37
 12000 5.00 1.69 3.01
 12100 4.51 1.14 3.04
 12200 4.06 1.48 2.58
 12300 4.48 1.09 2.20
 12400 4.46 1.54 2.48
 12500 5.14 1.68 2.44
 12600 4.72 1.52 2.99
 12700 4.79 0.94 2.62
 12800 4.76 1.83 2.30
 12900 4.71 1.26 2.40
 13000 4.80 1.04 2.02
 13100 4.61 1.39 2.61
 13200 4.42 1.84 1.94
 13300 4.79 1.55 1.94
 13400 4.51 1.10 2.10
 13500 4.85 1.16 2.29
 13600 4.49 1.10 1.89
 13700 4.87 1.06 2.38
 13800 4.12 1.25 1.96
 13900 4.56 1.11 2.12
 14000 3.67 1.01 1.83
 14100 3.38 0.74 2.87
 14200 3.73 1.13 2.40
 14300 4.38 1.31 2.33
 14400 4.17 0.93 2.49
 14500 4.16 0.72 1.96
 14600 3.94 1.02 1.75
 14700 4.21 0.96 2.06
 14800 3.68 0.60 2.09
 14900 3.99 1.58 1.50
 15000 3.62 0.88 1.87
 15100 4.32 0.60 2.36
 15200 4.07 0.81 2.62
 15300 3.98 0.81 2.11
 15400 3.84 0.77 1.73
 15500 3.73 0.67 1.96
 15600 3.19 0.68 2.96
 15700 3.69 0.55 1.82
 15800 3.50 0.60 2.37
 15900 3.83 1.20 1.38
 16000 3.47 0.68 1.50
 16100 3.45 0.87 2.53
 16200 3.54 1.20 1.88
 16300 3.55 0.63 1.61
 16400 3.12 0.63 1.40
 16500 2.69 0.70 2.18
 16600 3.75 0.57 1.70
 16700 3.85 0.51 1.81
 16800 3.67 0.72 1.90
 16900 3.07 0.92 1.34
 17000 4.30 0.91 2.01
 17100 2.72 0.66 2.36
 17200 2.82 0.72 2.27
 17300 2.56 0.34 1.67
 17400 2.76 0.77 1.95
 17500 2.65 0.55 1.76
 17600 2.93 0.45 2.18
 17700 2.74 0.86 1.85
 17800 3.51 0.77 1.58
 17900 3.32 0.61 1.65
 18000 2.95 0.74 1.42
 18100 2.73 0.54 1.71
 18200 2.79 0.47 1.40
 18300 2.56 0.89 1.83
 18400 2.46 0.87 1.88
 18500 3.17 0.63 1.93
 18600 2.85 0.96 1.91
 18700 2.16 1.14 2.69
 18800 2.16 0.53 1.90
 18900 2.80 0.78 1.57
 19000 2.53 1.05 1.79
 19100 2.46 0.51 1.25
 19200 2.39 1.28 1.19
 19300 2.38 0.63 1.56
 19400 2.18 1.31 1.30
 19500 2.30 0.90 1.37
 19600 2.09 0.77 1.46
 19700 2.62 0.82 1.40
 19800 1.62 1.19 2.01
 19900 2.77 0.87 1.09
 20000 2.86 1.07 1.74
 20100 2.78 0.98 1.67
 20200 2.27 1.46 1.53
 20300 2.18 0.97 1.95
 20400 2.51 0.89 1.29
 20500 1.68 1.11 1.57
 20600 2.15 1.14 1.69
 20700 2.08 1.02 0.82
 20800 1.75 0.91 1.06
 20900 2.02 0.96 1.52
 21000 1.76 1.49 1.17
 21100 1.76 0.86 1.12
 21200 2.34 0.61 1.33
 21300 1.84 0.90 1.14
 21400 2.25 1.25 1.08
 21500 1.90 1.21 0.85
 21600 1.76 1.06 0.96
 21700 1.68 1.71 1.93
 21800 1.42 1.63 1.06
 21900 1.57 1.39 1.28
 22000 1.87 1.71 1.04
 22100 1.52 1.95 1.54
 22200 1.64 1.53 0.88
 22300 2.36 1.44 0.86
 22400 1.88 1.41 1.05
 22500 1.23 1.17 1.41
 22600 1.22 2.09 0.89
 22700 1.32 1.52 0.93
 22800 1.76 2.23 1.32
 22900 1.46 2.02 1.33
 23000 1.69 1.35 0.97
 23100 1.76 2.23 0.69
 23200 1.45 2.14 0.68
 23300 1.28 2.00 0.86
 23400 1.12 2.09 1.15
 23500 1.10 1.62 0.83
 23600 1.31 2.06 0.69
 23700 1.11 1.63 0.81
 23800 1.29 1.90 0.73
 23900 1.41 2.33 1.15
 24000 1.03 1.68 1.06
 24100 1.18 2.49 1.00
 24200 1.09 1.88 0.91
 24300 1.23 1.97 0.79
 24400 1.14 2.52 1.14
 24500 1.03 2.53 1.77
 24600 1.39 1.95 1.45
 24700 0.84 2.12 1.34
 24800 0.99 2.01 0.69
 24900 0.67 2.21 1.07
 25000 1.17 2.53 0.78
 25100 0.98 2.41 0.65
 25200 1.00 2.67 0.94
 25300 1.18 2.56 1.02
 25400 1.26 2.43 0.82
 25500 0.80 2.21 1.09
 25600 1.19 2.21 1.19
 25700 1.23 3.29 1.03
 25800 1.35 2.75 0.75
 25900 0.99 2.35 1.44
 26000 0.67 2.87 1.09
 26100 1.11 2.81 0.72
 26200 1.26 3.06 0.42
 26300 0.94 3.19 0.77
 26400 0.54 2.95 1.26
 26500 0.86 3.00 0.90
 26600 0.90 2.96 1.10
 26700 0.77 2.61 0.88
 26800 0.85 3.84 0.70
 26900 1.54 3.21 1.33
 27000 1.71 3.19 1.11
 27100 1.25 2.99 0.69
 27200 0.66 4.01 1.05
 27300 0.61 2.93 0.67
 27400 0.80 4.00 0.83
 27500 1.07 3.77 1.22
 27600 0.72 3.49 1.09
 27700 1.05 3.50 0.93
 27800 0.75 4.06 0.93
 27900 0.75 3.89 0.98
 28000 0.89 3.60 0.48
 28100 0.61 3.60 1.08
 28200 0.62 3.44 0.68
 28300 0.80 3.98 0.47
 28400 0.82 4.10 0.98
 28500 0.75 4.08 0.57
 28600 1.16 3.83 0.96
 28700 1.31 4.25 0.71
 28800 0.68 3.84 0.70
 28900 0.96 3.92 0.89
 29000 0.94 4.22 0.56
 29100 0.82 4.31 0.72
 29200 0.59 4.52 0.69
 29300 0.80 4.61 0.68
 29400 0.95 4.50 0.62
 29500 0.85 4.54 0.54
 29600 0.97 4.96 0.57
 29700 0.66 4.92 1.06
 29800 0.81 4.81 0.67
 29900 0.53 5.14 1.32
 30000 0.71 4.75 0.63
 30100 0.87 4.89 0.95
 30200 0.73 4.71 0.71
 30300 0.50 5.54 0.61
 30400 0.46 5.49 0.62
 30500 0.45 5.31 1.12
 30600 0.61 6.00 0.49
 30700 0.79 5.12 0.56
 30800 0.55 5.81 0.53
 30900 1.08 5.51 0.51
 31000 0.38 5.64 0.80
 31100 0.64 6.02 1.10
 31200 0.80 5.54 0.78
 31300 0.65 5.57 1.01
 31400 1.04 5.49 1.21
 31500 1.05 5.26 0.79
 31600 1.03 6.03 0.86
 31700 0.55 5.58 0.58
 31800 1.04 5.58 0.90
 31900 0.60 5.77 0.77
 32000 1.29 5.89 0.61
 32100 0.60 6.16 0.52
 32200 0.64 5.48 0.64
 32300 0.85 5.85 0.86
 32400 0.82 5.85 1.06
 32500 0.86 6.47 0.81
 32600 0.87 6.10 0.69
 32700 1.02 6.57 1.11
 32800 1.00 6.54 0.82
 32900 0.93 6.76 1.32
 33000 1.87 6.96 0.72
 33100 1.46 6.19 1.26
 33200 1.08 6.59 0.75
 33300 0.67 7.38 0.88
 33400 0.85 6.81 1.55
 33500 0.65 6.46 0.71
 33600 0.75 6.68 0.60
 33700 0.83 6.33 1.14
 33800 0.71 6.93 1.24
 33900 0.79 6.70 1.27
 34000 0.81 7.27 0.67
 34100 1.07 7.46 0.56
 34200 0.75 7.05 0.94
 34300 0.87 7.17 0.93
 34400 1.44 6.74 0.62
 34500 0.74 7.46 0.45
 34600 0.72 7.25 1.37
 34700 0.84 7.31 0.78
 34800 0.84 7.64 0.76
 34900 1.23 7.85 0.67
 35000 1.57 6.83 0.34
 35100 1.30 6.82 0.88
 35200 0.99 7.18 0.65
 35300 0.97 7.29 1.27
 35400 0.93 7.19 1.32
 35500 1.48 8.20 0.82
 35600 1.18 7.65 1.22
 35700 1.69 7.05 0.47
 35800 0.98 7.94 0.50
 35900 0.93 7.91 0.49
 36000 1.15 7.60 0.80
 36100 1.35 7.99 0.55
 36200 1.11 7.48 0.60
 36300 1.25 7.92 0.68
 36400 1.21 8.10 1.20
 36500 1.41 7.72 0.84
 36600 1.44 8.11 0.61
 36700 1.44 7.71 1.05
 36800 1.71 7.98 0.66
 36900 1.12 7.82 0.50
 37000 1.12 8.78 0.82
 37100 1.50 8.26 0.87
 37200 1.92 8.45 1.66
 37300 0.89 8.28 0.80
 37400 1.69 8.47 0.71
 37500 1.11 8.55 0.86
 37600 1.27 8.33 1.19
 37700 1.41 8.39 1.02
 37800 1.92 8.57 0.84
 37900 1.56 8.52 0.90
 38000 1.49 8.55 1.21
 38100 1.41 8.72 1.06
 38200 1.49 8.64 1.04
 38300 1.54 8.61 1.43
 38400 1.51 8.84 0.88
 38500 1.66 8.41 0.69
 38600 1.61 8.82 1.05
 38700 1.76 8.35 1.03
 38800 1.55 8.80 1.09
 38900 1.50 8.78 1.38
 39000 2.23 9.01 1.89
 39100 1.55 8.64 1.54
 39200 1.62 8.28 0.94
 39300 3.32 8.84 1.18
 39400 2.00 9.07 0.93
 39500 2.41 8.84 1.23
 39600 2.86 9.04 1.06
 39700 2.11 8.55 0.79
 39800 1.77 9.06 0.73
 39900 1.72 8.81 0.86
 40000 2.12 8.72 0.96
 40100 2.14 9.41 1.39
 40200 1.85 9.39 1.86
 40300 2.30 8.12 1.01
 40400 2.13 8.89 0.96
 40500 2.28 8.89 1.40
 40600 2.11 8.75 1.31
 40700 2.17 9.09 1.20
 40800 2.88 9.45 1.38
 40900 2.43 8.93 1.37
 41000 3.25 9.12 2.09
 41100 3.14 9.32 1.72
 41200 2.52 9.16 1.76
 41300 2.43 8.80 1.51
 41400 2.25 9.09 1.14
 41500 2.93 8.95 1.22
 41600 2.52 9.32 1.40
 41700 2.93 8.95 1.28
 41800 2.31 9.12 1.47
 41900 2.31 9.40 0.88
 42000 2.90 9.52 1.64
 42100 2.57 9.07 1.61
 42200 2.53 9.62 1.43
 42300 2.80 9.10 1.43
 42400 2.65 9.19 1.53
 42500 2.47 9.22 1.17
 42600 3.40 9.23 1.56
 42700 3.14 9.20 3.04
 42800 2.36 9.10 1.57
 42900 2.75 9.45 1.40
 43000 2.99 8.84 1.32
 43100 3.37 9.19 1.18
 43200 3.12 9.08 1.45
 43300 3.33 9.39 1.31
 43400 3.67 9.23 1.64
 43500 3.05 8.93 1.41
 43600 3.72 9.48 1.78
 43700 3.58 9.37 1.66
 43800 3.12 9.37 1.76
 43900 3.38 8.96 1.63
 44000 3.38 8.68 1.32
 44100 3.97 9.39 1.68
 44200 3.64 9.20 1.63
 44300 3.26 9.43 1.96
 44400 3.85 8.68 2.11
 44500 3.76 8.91 1.42
 44600 3.73 8.17 1.56
 44700 3.46 8.69 1.87
 44800 3.49 9.31 2.32
 44900 4.40 9.06 2.52
 45000 4.34 8.84 1.70
 45100 3.07 8.93 1.85
 45200 3.74 8.88 2.00
 45300 4.35 8.74 2.28
 45400 4.22 8.87 1.80
 45500 4.07 8.45 1.71
 45600 3.82 9.12 1.49
 45700 4.38 8.74 1.98
 45800 4.43 9.15 1.95
 45900 3.86 8.58 1.77
 46000 4.60 8.91 2.11
 46100 4.44 8.83 1.80
 46200 4.00 9.02 1.97
 46300 3.86 8.26 1.47
 46400 4.87 8.98 2.03
 46500 4.18 9.16 2.47
 46600 4.60 8.91 1.88
 46700 4.67 8.97 2.35
 46800 4.35 8.87 2.07
 46900 4.06 8.51 2.15
 47000 4.57 8.95 2.10
 47100 4.64 8.10 2.41
 47200 5.10 8.45 1.80
 47300 4.17 8.85 2.13
 47400 5.01 8.65 2.15
 47500 4.71 8.39 2.04
 47600 4.68 7.97 2.02
 47700 4.97 8.66 2.13
 47800 5.05 8.65 2.63
 47900 5.01 8.42 2.13
 48000 5.02 8.66 2.03
 48100 5.24 8.08 1.97
 48200 5.04 8.53 2.07
 48300 5.63 8.14 2.54
 48400 5.54 8.43 2.60
 48500 5.09 8.44 2.36
 48600 5.24 8.39 2.07
 48700 5.49 8.04 2.28
 48800 5.58 7.26 2.43
 48900 5.25 8.55 2.70
 49000 5.74 7.69 2.43
 49100 6.58 8.49 2.52
 49200 5.97 8.12 2.34
 49300 5.80 8.07 2.55
 49400 6.04 8.13 2.44
 49500 4.86 8.07 2.27
 49600 5.95 8.02 3.27
 49700 5.48 7.87 3.04
 49800 5.91 7.72 2.14
 49900 5.92 7.68 2.30
 50000 5.78 7.61 2.66
 50100 5.82 7.32 2.67
 50200 5.35 8.07 2.55
 50300 5.85 8.09 2.45
 50400 5.60 8.27 3.02
 50500 6.13 7.81 2.80
 50600 4.91 7.56 2.66
 50700 5.51 7.13 2.84
 50800 6.39 8.15 2.64
 50900 6.31 6.82 2.83
 51000 6.51 7.72 2.43
 51100 6.09 7.56 2.54
 51200 6.24 7.64 2.46
 51300 6.44 7.27 2.59
 51400 6.20 7.84 2.84
 51500 5.82 6.96 2.86
 51600 5.46 7.02 3.17
 51700 6.09 7.17 3.48
 51800 6.21 6.69 3.03
 51900 6.17 6.87 2.89
 52000 6.93 6.73 2.78
 52100 6.57 7.42 2.86
 52200 6.14 6.83 2.23
 52300 6.57 6.14 3.54
 52400 6.71 7.09 3.14
 52500 6.30 6.91 2.86
 52600 6.95 6.02 2.98
 52700 6.22 6.66 3.77
 52800 7.14 6.63 3.60
 52900 7.16 6.22 3.00
 53000 7.02 6.83 3.12
 53100 6.58 6.63 2.87
 53200 6.66 5.90 3.10
 53300 6.80 5.69 3.47
 53400 6.91 6.09 3.12
 53500 7.12 5.82 3.32
 53600 7.19 6.22 3.20
 53700 7.21 5.94 3.16
 53800 6.52 6.16 3.26
 53900 6.98 5.84 3.09
 54000 7.28 5.77 3.39
 54100 7.04 5.92 3.72
 54200 7.03 6.23 3.44
 54300 7.20 6.39 3.39
 54400 7.62 5.82 3.18
 54500 7.00 6.05 3.49
 54600 6.77 5.33 2.76
 54700 7.44 5.54 2.84
 54800 7.67 5.49 3.54
 54900 7.76 5.83 3.96
 55000 7.19 5.22 3.52
 55100 7.81 5.37 3.64
 55200 7.35 4.28 3.58
 55300 7.04 4.44 3.68
 55400 6.93 5.05 3.72
 55500 7.59 5.18 3.62
 55600 7.62 4.91 4.35
 55700 7.05 4.29 3.57
 55800 7.56 4.60 3.36
 55900 7.98 5.27 4.20
 56000 7.49 5.06 4.16
 56100 7.69 5.27 3.55
 56200 7.66 4.11 4.06
 56300 7.64 4.32 3.64
 56400 7.71 4.25 3.90
 56500 8.21 4.10 3.07
 56600 8.32 4.16 3.56
 56700 6.65 4.79 3.86
 56800 8.36 4.84 4.14
 56900 7.85 4.48 4.09
 57000 7.70 4.29 4.10
 57100 8.27 4.76 4.09
 57200 8.87 3.99 4.08
 57300 8.31 4.46 4.28
 57400 8.05 4.27 3.78
 57500 8.22 3.82 3.50
 57600 7.92 3.82 3.44
 57700 8.33 3.37 3.95
 57800 7.98 4.08 3.71
 57900 8.67 3.79 4.58
 58000 8.21 3.65 3.82
 58100 8.63 3.50 3.99
 58200 8.60 4.60 4.46
 58300 8.82 3.28 4.45
 58400 8.60 3.16 4.72
 58500 8.64 3.20 4.46
 58600 8.93 3.38 4.68
 58700 8.34 3.20 5.00
 58800 8.28 3.66 4.91
 58900 9.09 2.69 5.21
 59000 8.43 3.17 4.48
 59100 8.53 3.26 4.63
 59200 8.50 3.09 4.65
 59300 8.40 2.74 4.83
 59400 8.33 3.23 4.30
 59500 8.26 2.71 5.09
 59600 8.19 2.98 5.06
 59700 8.60 2.72 4.60
 59800 8.89 2.76 3.88
 59900 8.84 2.76 4.33
 60000 8.92 3.30 5.12
 60100 8.86 2.33 4.82
 60200 8.61 2.94 4.80
 60300 8.64 2.79 4.50
 60400 8.71 2.73 4.18
 60500 8.93 2.59 5.22
 60600 8.50 2.65 4.51
 60700 9.02 2.39 5.08
 60800 8.69 2.69 4.50
 60900 8.66 2.51 5.04
 61000 9.00 2.69 4.79
 61100 8.16 2.31 5.03
 61200 8.67 2.21 5.03
 61300 8.77 2.21 4.82
 61400 8.98 1.72 5.10
 61500 8.56 1.96 5.18
 61600 9.08 2.12 4.97
 61700 9.21 2.18 4.47
 61800 8.58 1.50 5.31
 61900 9.30 1.76 4.94
 62000 8.68 1.80 5.20
 62100 8.57 1.54 5.37
 62200 8.80 2.48 5.04
 62300 8.37 2.23 5.30
 62400 8.44 1.95 5.08
 62500 9.00 1.74 4.74
 62600 9.22 2.15 5.33
 62700 9.01 1.45 5.55
 62800 9.03 1.44 6.22
 62900 9.28 1.81 6.27
 63000 9.49 1.26 5.86
 63100 9.48 1.80 5.74
 63200 9.27 1.28 4.90
 63300 9.18 1.44 5.52
 63400 9.17 1.40 5.11
 63500 9.33 1.23 5.38
 63600 9.38 1.40 5.45
 63700 8.64 1.25 5.56
 63800 8.56 1.32 4.97
 63900 9.10 1.34 5.60
 64000 9.39 1.38 5.21
 64100 9.28 1.37 5.46
 64200 9.34 2.50 5.97
 64300 8.80 0.98 5.27
 64400 9.13 1.20 5.73
 64500 9.49 1.13 5.26
 64600 9.45 1.00 6.35
 64700 8.19 1.42 5.36
 64800 9.13 1.50 5.94
 64900 9.38 1.19 6.17
 65000 9.41 1.08 5.81
 65100 8.67 0.72 6.27
 65200 9.45 0.74 6.12
 65300 9.34 0.89 5.17
 65400 9.21 1.05 6.29
 65500 8.98 0.62 6.19
 65600 9.22 0.96 5.93
 65700 9.20 1.41 5.81
 65800 9.45 0.83 5.84
 65900 9.26 0.73 5.85
 66000 9.27 1.21 5.65
 66100 8.67 0.83 5.83
 66200 9.47 0.71 5.38
 66300 9.41 0.75 5.93
 66400 9.20 0.69 5.73
 66500 9.03 0.64 6.30
 66600 9.38 0.69 6.44
 66700 8.82 0.92 6.27
 66800 8.99 0.66 6.59
 66900 9.39 1.50 6.45
 67000 8.93 0.68 5.88
 67100 9.32 0.77 6.59
 67200 9.46 0.72 6.25
 67300 9.04 1.19 6.33
 67400 9.24 1.21 6.45
 67500 9.31 0.83 6.33
 67600 9.48 1.24 6.17
 67700 9.52 1.20 6.82
 67800 9.46 1.62 6.58
 67900 8.90 0.83 6.66
 68000 9.29 0.97 6.76
 68100 8.89 0.61 6.16
 68200 9.43 0.69 5.76
 68300 9.10 0.35 6.60
 68400 8.90 0.51 6.68
 68500 9.43 0.64 6.41
 68600 8.73 0.39 6.38
 68700 8.87 0.90 6.03
 68800 9.28 0.99 6.28
 68900 9.26 0.95 6.38
 69000 9.38 1.16 6.69
 69100 9.31 0.78 7.06
 69200 9.30 0.71 6.45
 69300 8.66 0.63 7.15
 69400 9.22 0.64 7.11
 69500 9.29 1.27 6.81
 69600 9.18 0.64 7.07
 69700 9.30 0.67 7.16
 69800 9.23 0.44 6.45
 69900 8.96 1.80 6.54
 70000 8.95 0.69 6.73
 70100 8.73 0.61 7.06
 70200 9.12 0.64 7.23
 70300 9.06 0.95 6.90
 70400 9.04 0.57 7.31
 70500 9.03 1.30 7.30
 70600 9.01 1.01 6.99
 70700 8.68 1.39 7.22
 70800 8.79 0.66 7.24
 70900 8.06 0.84 7.42
 71000 8.89 0.91 6.99
 71100 8.68 1.31 7.21
 71200 7.88 0.94 7.01
 71300 9.02 1.11 7.40
 71400 8.11 0.84 7.08
 71500 8.98 1.01 7.55
 71600 8.51 1.08 7.50
 71700 8.51 1.58 7.13
 71800 8.95 1.68 7.51
 71900 8.88 0.94 7.12
 72000 8.92 0.87 7.01
 72100 8.66 1.75 6.95
 72200 8.58 0.95 7.25
 72300 8.83 1.03 7.50
 72400 8.86 1.08 7.75
 72500 8.56 1.06 7.63
 72600 8.49 1.29 7.68
 72700 8.83 1.57 7.68
 72800 8.96 1.16 7.34
 72900 8.80 1.42 7.65
 73000 8.51 1.27 7.78
 73100 8.33 1.16 7.77
 73200 8.48 1.57 7.72
 73300 8.79 1.22 8.00
 73400 8.45 1.08 7.68
 73500 7.33 1.08 7.92
 73600 8.15 1.26 7.84
 73700 8.73 1.43 7.68
 73800 7.85 1.28 7.38
 73900 7.97 1.48 7.69
 74000 8.00 2.69 7.68
 74100 8.24 1.33 7.70
 74200 7.93 1.30 7.85
 74300 8.51 1.42 7.98
 74400 8.10 2.04 7.74
 74500 8.03 1.51 7.50
 74600 8.45 1.57 7.63
 74700 7.70 2.03 7.06
 74800 7.19 1.63 7.68
 74900 8.40 2.06 7.48
 75000 8.31 2.09 7.77
 75100 7.50 1.25 8.09
 75200 7.73 1.99 7.91
 75300 7.75 1.95 7.78
 75400 8.13 1.81 7.23
 75500 7.81 1.96 7.41
 75600 7.52 1.95 7.84
 75700 7.80 2.29 8.18
 75800 7.64 2.12 7.90
 75900 7.85 2.29 7.95
 76000 7.46 2.90 7.82
 76100 7.07 2.59 8.10
 76200 6.99 3.08 8.39
 76300 7.49 2.49 8.24
 76400 7.49 2.11 7.86
 76500 7.52 2.51 8.12
 76600 8.15 2.55 8.11
 76700 7.03 2.87 7.78
 76800 7.08 3.51 8.22
 76900 7.40 2.39 7.96
 77000 7.34 2.71 8.32
 77100 7.30 2.68 8.01
 77200 6.92 2.64 8.19
 77300 6.97 2.77 8.00
 77400 7.35 2.67 8.78
 77500 7.48 3.02 8.64
 77600 7.42 3.52 8.20
 77700 7.31 2.59 8.42
 77800 6.78 2.66 8.70
 77900 7.10 4.05 8.14
 78000 6.98 2.75 7.57
 78100 6.80 3.71 7.99
 78200 6.91 3.85 8.86
 78300 6.70 3.22 8.63
 78400 7.03 3.57 8.31
 78500 7.29 3.32 7.67
 78600 7.11 3.20 8.06
 78700 6.35 4.00 8.48
 78800 7.03 4.09 8.17
 78900 6.47 3.42 8.12
 79000 7.18 3.26 8.88
 79100 6.42 3.68 8.38
 79200 6.62 4.32 8.43
 79300 6.32 3.80 8.33
 79400 6.85 4.48 8.77
 79500 6.28 4.10 8.47
 79600 6.31 4.15 8.64
 79700 6.37 3.98 8.69
 79800 6.63 4.25 9.08
 79900 6.52 4.23 8.44
 80000 6.11 4.49 8.44
 80100 6.21 4.96 8.35
 80200 7.00 4.01 8.73
 80300 5.75 4.81 8.48
 80400 6.09 4.26 8.59
 80500 6.55 4.68 8.93
 80600 6.44 4.36 8.30
 80700 6.11 4.49 8.57
 80800 6.17 5.08 8.46
 80900 6.20 4.72 8.73
 81000 6.28 4.60 8.94
 81100 6.22 4.81 8.85
 81200 6.52 5.00 8.50
 81300 6.22 4.20 8.35
 81400 5.96 4.87 8.46
 81500 5.91 5.12 8.87
 81600 6.07 5.16 8.73
 81700 5.80 5.19 8.35
 81800 5.19 5.25 8.78
 81900 5.21 5.18 8.56
 82000 5.16 5.16 8.73
 82100 5.61 5.73 8.98
 82200 5.61 5.73 8.66
 82300 5.73 4.98 9.01
 82400 5.37 5.67 8.93
 82500 4.84 6.02 8.86
 82600 4.73 5.35 9.26
 82700 5.59 5.50 8.67
 82800 5.60 5.35 9.07
 82900 5.00 5.95 8.54
 83000 4.71 5.65 8.70
 83100 5.19 6.04 8.63
 83200 5.93 5.73 9.02
 83300 5.42 5.98 8.86
 83400 4.22 6.19 9.44
 83500 4.51 6.16 8.85
 83600 4.98 6.43 9.09
 83700 4.99 6.56 9.05
 83800 4.97 6.83 9.17
 83900 5.29 6.30 9.21
 84000 4.90 6.56 8.84
 84100 5.03 6.71 8.81
 84200 5.23 7.09 9.13
 84300 4.26 6.97 8.79
 84400 4.72 6.24 9.09
 84500 4.72 6.97 9.08
 84600 4.40 5.98 9.11
 84700 4.22 6.33 8.98
 84800 3.94 6.04 9.26
 84900 4.39 7.00 9.19
 85000 4.39 6.46 8.86
 85100 4.05 6.84 9.21
 85200 4.29 7.09 9.46
 85300 4.89 6.86 9.14
 85400 3.81 7.18 8.60
 85500 4.49 7.14 9.27
 85600 3.71 7.49 8.71
 85700 4.26 7.57 9.09
 85800 5.33 7.31 9.03
 85900 4.02 7.24 9.18
 86000 4.40 7.00 8.98
 86100 4.37 7.47 9.11
 86200 4.59 7.15 9.31
 86300 3.90 7.68 8.93
 86400 3.72 7.66 8.97
 86500 3.64 7.12 9.20
 86600 4.02 7.84 9.27
 86700 3.58 7.84 8.88
 86800 3.85 7.31 8.88
 86900 3.39 7.63 8.98
 87000 3.72 7.75 9.11
 87100 3.11 8.26 9.52
